"","am_sid","am_cat","sciname","iucn_sid","pop_trend","pop_cat","spp_group","id_no","iucn_subpop","spatial_source","cat_score","trend_score"
"3049","W-Hyd-284585",NA,"Eirene lactea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3050","W-Oct-289534",NA,"Briareum asbestinum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3051","W-Hyd-284575",NA,"Dipleurosoma collapsum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3052","SLB-92489",NA,"Corymorpha forbesi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3053","W-Hyd-285951",NA,"Ectopleura grandis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3054","W-Hyd-117475",NA,"Dipurena halterata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3060","W-Hyd-284646",NA,"Eudendrium attenuatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3061","W-Hyd-117781",NA,"Amphinema rugosum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3067","W-Hyd-117782",NA,"Amphinema turrida",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3068","W-Hyd-221197",NA,"Merga violacea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3069","W-Hyd-290274",NA,"Larsonia pterophylla",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3070","W-Hyd-288110",NA,"Zancleopsis dichotoma",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3071","W-Hyd-117691",NA,"Filellum serratum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3078","W-Hyd-285494",NA,"Sertularella conica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3079","W-Hyd-117902",NA,"Sertularella gayi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3085","W-Hyd-285502",NA,"Sertularella diaphana",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3086","W-Hyd-284376",NA,"Clytia macrotheca",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3087","W-Hyd-225737",NA,"Orthopyxis sargassicola",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3088","W-Hyd-284975",NA,"Lafoea coalescens",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3089","W-Hyd-117517",NA,"Eutonina indicans",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3091","W-Hyd-117835",NA,"Proboscidactyla ornata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3092","W-Hyd-418901",NA,"Dynamena crisioides",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3093","W-Hyd-117886",NA,"Dynamena dalmasi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3094","W-Hyd-117887",NA,"Dynamena disticha",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3095","W-Hyd-285431",NA,"Diphasia tropica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3096","W-Hyd-292444",NA,"Thyroscyphus marginatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3097","W-Hyd-284710",NA,"Halecium bermudense",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3098","SLB-64873",NA,"Tridentata marginata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3099","W-Hyd-418906",NA,"Tridentata tumida",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3100","W-Hyd-418907",NA,"Tridentata turbinata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3101","W-Hyd-157947",NA,"Halecium beanii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3107","W-Hyd-117598",NA,"Halecium nanum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3113","W-Hyd-117278",NA,"Aglaophenia latecarinata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3114","W-Hyd-284722",NA,"Halecium dyssymetrum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3115","W-Hyd-285265",NA,"Plumularia margaretta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3116","W-Hyd-285299",NA,"Plumularia strictocarpa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3117","W-Hyd-284982",NA,"Scandia mutabilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3118","W-Hyd-117699",NA,"Hebella scandens",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3119","W-Hyd-117673",NA,"Kirchenpaueria halecioides",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3120","W-Hyd-285111",NA,"Olindias tenuis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3121","W-Hyd-289754",NA,"Cubaia aphrodite",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3122","W-Hyd-117804",NA,"Phialella quadrata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3124","W-Hyd-285941",NA,"Synthecium tubithecum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3125","W-Hyd-287481",NA,"Hincksella cylindrica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3126","W-Oct-283242",NA,"Eunicea fusca",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3127","W-Oct-283249",NA,"Eunicea knighti",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3128","W-Oct-283250",NA,"Eunicea laciniata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3129","W-Oct-283263",NA,"Eunicea tourneforti",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3130","W-Oct-283262",NA,"Eunicea succinea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3131","W-Oct-292021",NA,"Plexaurella fusifera",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3132","W-Oct-290812",NA,"Plexaurella dichotoma",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3133","W-Oct-290815",NA,"Plexaurella grisea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3134","W-Oct-290881",NA,"Pseudoplexaura porosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3135","W-Oct-290880",NA,"Pseudoplexaura flagellosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3136","W-Oct-367817",NA,"Plexaura flexuosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3137","SLB-61339",NA,"Muricea atlantica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3138","W-Oct-290417",NA,"Muriceopsis flavida",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3139","W-Oct-520719",NA,"Ellisella barbadensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3140","W-Oct-290888",NA,"Pseudopterogorgia acerosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3141","W-Oct-290890",NA,"Pseudopterogorgia americana",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3142","W-Oct-290029",NA,"Gorgonia flabellum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3143","W-Oct-290045",NA,"Gorgonia ventalina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3144","W-Hyd-117279",NA,"Aglaophenia lophocarpa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3145","W-Hyd-117635",NA,"Monostaechas quadridens",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3146","W-Hyd-418887",NA,"Gymnangium sinuosum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3147","W-Hyd-284139",NA,"Gymnangium speciosum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3148","W-Hyd-117628",NA,"Antennella secundaria",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3149","W-Hyd-287297",NA,"Halopteris carinata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3150","W-Hyd-418891",NA,"Macrorhynchia allmani",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3151","W-Hyd-285025",NA,"Laodicea brevigona",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3152","W-Hyd-117536",NA,"Eucheilota paradoxica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3153","W-Hyd-287421","LC","Millepora complanata",133042,"Stable","LC",NA,NA,NA,"am",0,0
"3154","W-Oct-289919",NA,"Erythropodium caribaeorum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3155","W-Hyd-135451",NA,"Vogtia pentacantha",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3156","W-Hyd-135407",NA,"Enneagonum hyalinum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3157","W-Hyd-292482",NA,"Rosacea flaccida",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3158","W-Hyd-135477",NA,"Sphaeronectes gracilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3159","URM-Cn-6225",NA,"Epizoanthus incrustatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3165","URM-Cn-10110",NA,"Linuche unguiculata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3166","URM-Cn-4092",NA,"Antipathes gracilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3167","W-Oct-128515",NA,"Pennatula aculeata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3168","W-Oct-128539",NA,"Virgularia mirabilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3169","URM-Cn-5597","VU","Montastraea franksi",133012,"Decreasing","VU",NA,NA,NA,"am",0.4,-0.5
"3170","SLB-62503","LC","Solenastrea bournoni",133657,"Stable","LC",NA,NA,NA,"am",0,0
"3171","URM-Cn-5671",NA,"Javania cailleti",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3172","W-Msc-142011",NA,"Yoldiella subaequilatera",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3173","W-Msc-138749",NA,"Heteranomia squamula",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3174","W-Msc-156916",NA,"Nucula proxima",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3180","W-Msc-156914",NA,"Nucula delphinodonta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3183","W-Msc-156920",NA,"Nuculana caudata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3184","W-Msc-156923",NA,"Nuculana tenuisulcata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3189","W-Msc-420665",NA,"Nuculana concentrica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3190","W-Msc-581908",NA,"Nuculana carpenteri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3191","SLB-69472",NA,"Cyclopecten nanus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3197","SLB-68882",NA,"Limaria pellucida",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3198","W-Msc-420792",NA,"Lucinisca muricata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3199","W-Msc-420793",NA,"Lucinisca nassula",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3200","W-Msc-246814",NA,"Yoldia seminuda",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3204","W-Msc-157005",NA,"Yoldia limatula",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3209","W-Msc-157007",NA,"Yoldia sapotilla",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3214","W-Msc-141997",NA,"Yoldiella frigida",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3223","W-Msc-156744",NA,"Astarte castanea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3229","W-Msc-138820",NA,"Astarte crenata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3238","W-Msc-156747",NA,"Astarte undata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3244","W-Msc-138818",NA,"Astarte borealis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3253","W-Msc-138823",NA,"Astarte montagui",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3262","W-Msc-420776",NA,"Pododesmus rudis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3263","W-Msc-156994",NA,"Solemya velum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3266","W-Msc-156993",NA,"Solemya grandis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3272","W-Msc-138797",NA,"Bathyarca glacialis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3281","W-Msc-138796",NA,"Bathyarca frielei",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3286","W-Msc-420715",NA,"Bathyarca glomerula",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3287","W-Msc-420710",NA,"Anadara baughmani",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3288","W-Msc-420711",NA,"Anadara floridana",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3289","W-Msc-156909",NA,"Noetia ponderosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3290","W-Msc-215252",NA,"Arca imbricata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3293","W-Msc-420709",NA,"Acar domingensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3294","W-Msc-420714",NA,"Barbatia cancellaria",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3295","W-Msc-420724",NA,"Arcopsis adamsi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3296","W-Msc-156786",NA,"Limopsis sulcata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3297","SLB-68841",NA,"Limopsis cristata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3298","W-Msc-156787",NA,"Limopsis tenella",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3301","W-Msc-420728",NA,"Glycymeris decussata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3302","W-Msc-420729",NA,"Glycymeris spectralis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3303","W-Msc-420730",NA,"Glycymeris undata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3304","W-Msc-367837",NA,"Mytilus californianus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3308","W-Msc-156765",NA,"Crenella glandula",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3311","SLB-69053",NA,"Crenella fragilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3313","W-Msc-420707",NA,"Musculus lateralis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3319","W-Msc-397026",NA,"Brachidontes exustus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3325","W-Msc-420690",NA,"Amygdalum sagittatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3326","SLB-69074",NA,"Lithophaga antillarum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3332","W-Msc-156861",NA,"Ischadium recurvum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3333","W-Msc-420694",NA,"Botula fusca",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3334","W-Msc-420741",NA,"Atrina serrata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3335","W-Msc-420739",NA,"Atrina rigida",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3336","W-Msc-420742",NA,"Pinna carnea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3337","W-Msc-156986",NA,"Pteria vitrea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3338","W-Msc-420737",NA,"Isognomon bicolor",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3339","W-Msc-254460",NA,"Chlamys rubida",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3340","W-Msc-140701",NA,"Cyclopecten imbrifer",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3345","W-Msc-391727",NA,"Cyclopecten reticulus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3346","W-Msc-464200",NA,"Lucinoma annulata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3347","W-Msc-156789",NA,"Lucinoma filosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3353","W-Msc-156996",NA,"Spisula solidissima",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3354","SLB-70386",NA,"Lucinoma blakeanum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3360","W-Msc-156226",NA,"Macoma moesta",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3361","W-Msc-156225",NA,"Macoma loveni",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3370","SLB-68888",NA,"Limatula hyperborea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3379","W-Msc-420754",NA,"Limatula hyalina",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3385","SLB-69489",NA,"Propeamussium pourtalesianum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3386","SLB-70391",NA,"Myrtea compressa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3387","W-Msc-420796",NA,"Myrtea sagrinata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3388","W-Msc-582512",NA,"Anodontia philippiana",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3389","W-Msc-420791",NA,"Lucina pensylvanica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3390","W-Msc-582513",NA,"Codakia orbiculata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3391","W-Msc-532424",NA,"Axinopsida cordata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3392","W-Msc-141659",NA,"Thyasira equalis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3393","W-Msc-156879",NA,"Mysella triquetra",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3394","W-Msc-156819",NA,"Clinocardium ciliatum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3403","W-Msc-156963",NA,"Pitar morrhuanus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3409","W-Msc-420949",NA,"Pitar arestus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3410","W-Msc-156803",NA,"Gemma gemma",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3411","W-Msc-140730",NA,"Petricola pholadiformis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3412","W-Msc-236786",NA,"Cyrtodaria kurriana",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3417","W-Msc-140771",NA,"Zirfaea crispata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3420","W-Msc-139436",NA,"Cardiomya striata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3425","W-Msc-139445",NA,"Cuspidaria glacialis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3430","W-Msc-139437",NA,"Cuspidaria arctica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3436","W-Ech-124324",NA,"Strongylocentrotus pallidus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3441","W-Oph-124913",NA,"Ophiura albida",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3442","W-Oph-125080",NA,"Amphiura filiformis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3447","W-Ech-124277",NA,"Echinus acutus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3449","W-Ech-124287","NT","Echinus esculentus",7011,NA,"NT",NA,NA,NA,"am",0.2,NA
"3453","W-Oph-124929",NA,"Ophiura ophiura",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3458","W-Oph-125057",NA,"Amphilepis norvegica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3459","W-Oph-236130",NA,"Acrocnida brachiata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3460","W-Bry-111067",NA,"Aetea truncata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3465","W-Por-236120",NA,"Aplysilla sulfurea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3466","W-Por-134257",NA,"Pseudosuberites montiniger",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3471","SLB-66860",NA,"Cellepora pumicosa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3476","URM-2-1953",NA,"Ascidia tritonis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3481","URM-2-3315",NA,"Asajirus ledanoisi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3486","URM-2-908",NA,"Nymphon schimkewitschi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3490","URM-2-912",NA,"Nymphon serratum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3498","URM-2-919",NA,"Nymphon sluiteri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3506","URM-2-933",NA,"Nymphon tenellum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3507","URM-2-332",NA,"Sericosura mitrata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3514","URM-2-452",NA,"Callipallene acus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3519","URM-2-504",NA,"Oropallene polaris",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3523","URM-2-545",NA,"Pseudopallene brevicollis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3524","W-Nem-122637",NA,"Tubulanus polymorphus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3525","W-Nem-148201",NA,"Tetrastemma bicolor",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3530","W-Msc-342380",NA,"Pickfordiateuthis pulchella",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3531","W-Msc-342212",NA,"Cirroteuthis muelleri",163042,"Unknown","LC",NA,NA,NA,"am",0,NA
"3532","W-Msc-153122",NA,"Stauroteuthis syrtensis",163172,"Unknown","DD",NA,NA,NA,"am",NA,NA
"3538","SLB-80180",NA,"Lepidochitona cinerea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3540","SLB-80185",NA,"Lepidochitona hartwegii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3541","W-Msc-140151",NA,"Tonicella marmorea",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3549","W-Msc-159928",NA,"Amicula vestita",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3554","W-Gtr-114567",NA,"Xenotrichula punctata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3555","W-Gtr-114587",NA,"Dolichodasys elongatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3560","W-Gtr-114620",NA,"Diplodasys ankeli",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3561","W-Gtr-114629",NA,"Platydasys maximus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3563","W-Gtr-114630",NA,"Platydasys ocellatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3567","W-Gtr-247814",NA,"Tetranchyroderma cirrophorum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3572","W-Gtr-247818",NA,"Tetranchyroderma megastomum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3578","W-Gtr-114668",NA,"Tetranchyroderma tribolosum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3579","W-Sca-344645",NA,"Dentalium gouldii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3580","W-Sca-344520",NA,"Paradentalium americanum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3581","SLB-88164",NA,"Nephasoma abyssorum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3586","SLB-88172",NA,"Nephasoma eremita",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3587","SLB-88176",NA,"Nephasoma lilljeborgi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3593","ITS-772548",NA,"Phascolopsis gouldii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3594","W-Sca-344255",NA,"Heteroschismoides subterfissus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3600","W-Sca-344444",NA,"Antalis pilsbryi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3601","W-Sca-344424",NA,"Pulsellum verrilli",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3602","W-Sca-344471",NA,"Polyschides miamiensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3603","W-Sca-344477",NA,"Polyschides rushii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3604","W-Sca-344482",NA,"Polyschides tetrodon",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3605","W-Sca-344325",NA,"Gadila agassizii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3606","W-Sca-344573",NA,"Gadila pandionis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3607","W-Sca-344353",NA,"Gadila mayori",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3608","W-Bra-235385",NA,"Novocrania anomala",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3609","W-Bra-104052",NA,"Cryptopora gnomon",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3618","URM-2-1473",NA,"Bonellia viridis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3619","ITS-156736",NA,"Loxosoma murmanica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3623","W-Cha-105414",NA,"Eukrohnia bathypelagica",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3630","URM-M-1276",NA,"Rugiloricus cauliculus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3634","URM-M-119",NA,"Bathyctena chuni",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3635","URM-M-181",NA,"Bathocyroe fosteri",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3636","W-Prl-101157",NA,"Priapulopsis bicaudatus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3640","SLB-88649",NA,"Cardium edule",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3642","ITS-708795",NA,"Loxosoma pectinaricola",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3646","ITS-708796",NA,"Loxosoma rhodinicola",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3649","ITS-708797",NA,"Loxosomella elegans",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3652","ITS-708754",NA,"Loxosomella marsypos",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3653","ITS-708803",NA,"Loxosomella nitschei",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3658","ITS-708805",NA,"Loxosomella phascolosomata",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3661","ITS-708716",NA,"Loxosomella compressa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3663","ITS-708794",NA,"Loxosomella nordgaardi",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3665","ITS-708808",NA,"Loxosomella discopoda",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3667","ITS-708887",NA,"Loxosomella obesa",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3668","SLB-92490",NA,"Corymorpha gracilis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3669","W-Por-164605",NA,"Sycon protectum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3670","SLB-94100",NA,"Leucosolenia canariensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3673","SLB-94177",NA,"Leucosolenia lamarckii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3682","W-Msc-159929",NA,"Chaetoderma canadense",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3683","W-Msc-139115",NA,"Falcidens sagittiferus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3685","W-Msc-544986",NA,"Prochaetoderma californicum",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3686","W-Msc-140249",NA,"Scutopus robustus",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3691","ITS-708791",NA,"Loxosoma significans",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3693","W-Msc-391075",NA,"Meiomenia arenicola",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3694","W-Msc-140859",NA,"Dorymenia sarsii",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3697","W-Sca-140892",NA,"Pulsellum affine",NA,NA,NA,NA,NA,NA,"am",NA,NA
"3702","W-Acl-142698",NA,"Notocelis gullmarensis",NA,NA,NA,NA,NA,NA,"am",NA,NA
